"Submission.ID","Common.Name","Scientific.Name","Taxonomic.Order","Count","State.Province","County","Location","Latitude","Longitude","Date","Time","Protocol","Duration..Min.","All.Obs.Reported","Distance.Traveled..km.","Area.Covered..ha.","Number.of.Observers","Breeding.Code","Species.Comments","Checklist.Comments","Type.1","Grid.no","AM.PM","Segment","Habitat","Sal","Mix","Grass","Range","Species.category","valid"
"S35323567","Indian Peafowl","Pavo cristatus",1008,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","08:39 AM","eBird - Traveling Count",22,1,0.2,NA,5,"","","Grid G6  TR-01, Segment-10  22.17910, 80.67990  22.18080, 80.68012  Sal-100%","Transect","G6","AM",10,"Sal 1.0",1,0,0,"Mukki","species",1
"S35508280","Indian Peafowl","Pavo cristatus",1008,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","08:40 AM","eBird - Traveling Count",14,1,0.2,NA,5,"","Heard","Segment 8 of transect mundidadar in grid E6  End at 22.298511 80.668759  ","Transect","E6","AM",8,"Mix 1.0",0,1,0,"Kanha","species",1
"S35508281","Indian Peafowl","Pavo cristatus",1008,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","08:56 AM","eBird - Traveling Count",13,1,0.2,NA,5,"","Heard ","Segment 9 of transect mundidadar in grid E6  22.299985 80.667378","Transect","E6","AM",9,"Mix 1.0",0,1,0,"Kanha","species",1
"S35508282","Indian Peafowl","Pavo cristatus",1008,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","09:09 AM","eBird - Traveling Count",14,1,0.2,NA,5,"","Heard","Segment 10 of transect mundidadar in grid E6  End at 22.301333 80.666252  Mixed forest","Transect","E6","AM",10,"Mix 1.0",0,1,0,"Kanha","species",1
"S35407965","Indian Peafowl","Pavo cristatus",1008,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","09:16 AM","eBird - Traveling Count",10,1,0.2,NA,6,"","","Team Baza  Location E5 Kanhari 9 - 22.2882980.63820  Tiger scratch n scrap marks.","Transect","E5","AM",9,"Mix 1.0",0,1,0,"Kanha","species",1
"S35407966","Indian Peafowl","Pavo cristatus",1008,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","09:27 AM","eBird - Traveling Count",6,1,0.2,NA,6,"","","Team Baza Location Kanhari 10 - 22.2898680.63718  22.2914480.63612  Sal forest.   Tiger scrapes.","Transect","E5","AM",10,"Sal 1.0",1,0,0,"Kanha","species",1
"S35323447","Indian Peafowl","Pavo cristatus",1008,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","09:29 AM","eBird - Stationary Count",14,1,NA,NA,5,"","Heard ","Small Water body  22.297397  80.663898","Water","","AM",NA,"",NA,NA,NA,NA,"species",1
"S35344883","Indian Peafowl","Pavo cristatus",1008,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","09:35 AM","eBird - Casual Observation",NA,0,NA,NA,6,"","","To badhrinath","General","","AM",NA,"",NA,NA,NA,NA,"species",1
"S35344884","Indian Peafowl","Pavo cristatus",1008,2,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","09:52 AM","eBird - Stationary Count",24,1,NA,NA,4,"","","Shravan tal","Water","","AM",NA,"",NA,NA,NA,NA,"species",1
"S35344885","Indian Peafowl","Pavo cristatus",1008,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","10:47 AM","eBird - Stationary Count",41,1,NA,NA,4,"","","Badhrinath","General","","AM",NA,"",NA,NA,NA,NA,"species",1
"S35340909","Indian Peafowl","Pavo cristatus",1008,3,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","01:10 PM","eBird - Stationary Count",13,1,NA,NA,5,"","","Waterbody 1km from Jholar forest rest house. GPS 283","Water","","PM",NA,"",NA,NA,NA,NA,"species",1
"S35344887","Indian Peafowl","Pavo cristatus",1008,4,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","03:06 PM","eBird - Casual Observation",NA,0,NA,NA,5,"","","To kanhari","General","","PM",NA,"",NA,NA,NA,NA,"species",1
"S35366106","Indian Peafowl","Pavo cristatus",1008,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","03:14 PM","eBird - Casual Observation",0,0,NA,NA,6,"","","Kisli to Sondar drive  <a href=""https://www.flickr.com/photos/87572701@N07/33444172722/in/datetaken/"" title=""Road near Sondar transect. DSCN5941""><img src=""https://c1.staticflickr.com/4/3780/33444172722_869325a081_z.jpg"" alt=""Road near Sondar transect. DSCN5941"" /></a>  Road head from where one walks to start of Sondar transect.","General","","PM",NA,"",NA,NA,NA,NA,"species",1
"S35344888","Indian Peafowl","Pavo cristatus",1008,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","03:36 PM","eBird - Stationary Count",16,1,NA,NA,6,"","","kanhari waiting","General","","PM",NA,"",NA,NA,NA,NA,"species",1
"S35407967","Indian Peafowl","Pavo cristatus",1008,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","03:53 PM","eBird - Traveling Count",7,1,0.2,NA,5,"","","Team Baza  Location E5 Kanhari b1 - 22.2762880.64629","Transect","E5","PM",1,"Sal 1.0",1,0,0,"Kanha","species",1
"S35344497","Indian Peafowl","Pavo cristatus",1008,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","03:54 PM","eBird - Traveling Count",8,1,0.2,NA,6,"","","Team Name- Robin Parsatola D5 Segment 1  Starting  Lattitude: 22.301787  Longitude:80.629784","Transect","D5","PM",1,"Mix 1.0",0,1,0,"Kanha","species",1
"S35407969","Indian Peafowl","Pavo cristatus",1008,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","04:00 PM","eBird - Traveling Count",20,1,0.2,NA,5,"","","Team Baza  Location E5 Kanhari b2 - 22.2773980.64542","Transect","E5","PM",2,"Sal 1.0",1,0,0,"Kanha","species",1
"S35323614","Indian Peafowl","Pavo cristatus",1008,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","04:20 PM","eBird - Traveling Count",10,1,0.2,NA,4,"","","22 13 7.72  80 35 14.63  Alt 572","Transect","F4","PM",5,"Sal 0.7, Mix 0.3",0.7,0.3,0,"Mukki","species",1
"S35407970","Indian Peafowl","Pavo cristatus",1008,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","04:20 PM","eBird - Traveling Count",12,1,0.2,NA,5,"","","Team Baza  Location E5 Kanhari b3 - 22.2793480.64429","Transect","E5","PM",3,"Grass 1.0",0,0,1,"Kanha","species",1
"S35323622","Indian Peafowl","Pavo cristatus",1008,2,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","04:30 PM","eBird - Traveling Count",20,1,0.5,NA,4,"","","22 13 11.88  80 35 9.43  Alt 580meter","Transect","F4","PM",6,"Sal 0.7, Mix 0.3",0.7,0.3,0,"Mukki","species",1
"S35407972","Indian Peafowl","Pavo cristatus",1008,2,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","04:32 PM","eBird - Traveling Count",12,1,0.2,NA,5,"","","Team Baza  Location E5 Kanhari b4 - 22.2803680.64307  Barasingha, wild boar, langur.","Transect","E5","PM",4,"Grass 1.0",0,0,1,"Kanha","species",1
"S35323624","Indian Peafowl","Pavo cristatus",1008,2,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","04:50 PM","eBird - Traveling Count",19,1,0.2,NA,4,"","","22 13 16.73  80 35 4.37  Alt 612 meter","Transect","F4","PM",7,"Sal 0.7, Mix 0.3",0.7,0.3,0,"Mukki","species",1
"S35306323","Indian Peafowl","Pavo cristatus",1008,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","05:45 PM","eBird - Traveling Count",15,1,0.2,NA,6,"","","TR-1 repeat,Seg-10, lat. 22°09'33.8"", long. 080°39'49.1"", gab. Sal Forest 100%","Transect","G5","PM",10,"Sal 1.0",1,0,0,"Mukki","species",1
"S35323472","Indian Peafowl","Pavo cristatus",1008,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","05:47 PM","eBird - Traveling Count",13,1,0.2,NA,5,"","","Segment 10 of transect mundidadar in grid E6","Transect","E6","PM",10,"Mix 1.0",0,1,0,"Kanha","species",1
"S35344927","Indian Peafowl","Pavo cristatus",1008,5,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","06:00 PM","eBird - Casual Observation",NA,0,NA,NA,5,"","","Return","General","","PM",NA,"",NA,NA,NA,NA,"species",1
"S35407955","Indian Peafowl","Pavo cristatus",1008,2,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","05:41 AM","eBird - Casual Observation",0,0,NA,NA,4,"","","Team Baza  To sonf","General","","AM",NA,"",NA,NA,NA,NA,"species",1
"S35508329","Indian Peafowl","Pavo cristatus",1008,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","06:24 AM","eBird - Traveling Count",25,1,0.2,NA,4,"","Heard","Sal forest patch while walking to start of the transect  22.15 07.7  080.40.32.5","General","","AM",NA,"",NA,NA,NA,NA,"species",1
"S35340866","Indian Peafowl","Pavo cristatus",1008,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","06:28 AM","eBird - Traveling Count",15,1,0.2,NA,5,"","","G8 Advar segment 1","Transect","G8","AM",1,"",NA,NA,NA,"Bhaisanghat","species",1
"S35344487","Indian Peafowl","Pavo cristatus",1008,3,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","06:32 AM","eBird - Casual Observation",0,0,NA,NA,6,"","","Team Name- Robin Parsatola & Rondha area   Starting  Lattitude:   Longitude:","General","","AM",NA,"",NA,NA,NA,NA,"species",1
"S36135999","Indian Peafowl","Pavo cristatus",1008,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","06:57 AM","eBird - Traveling Count",28,1,0.2,NA,4,"","","22 13 44.08  80 38 47.85  862m  Raju, Uday, Umesh, Sharmila  Hilly terrain, Miscellenious forest","Transect","F5","AM",2,"Mix 1.0",0,1,0,"Kanha","species",1
"S35508328","Indian Peafowl","Pavo cristatus",1008,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","07:07 AM","eBird - Traveling Count",12,1,0.1,NA,4,"","","While searching for start of transect point  22.25848  80.679413","General","","AM",NA,"",NA,NA,NA,NA,"species",1
"S35340862","Indian Peafowl","Pavo cristatus",1008,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","07:15 AM","eBird - Traveling Count",15,1,0.2,NA,5,"","","G8 Advar segment 6","Transect","G8","AM",5,"",NA,NA,NA,"Bhaisanghat","species",1
"S35323657","Indian Peafowl","Pavo cristatus",1008,2,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","07:35 AM","eBird - Traveling Count",15,1,0.2,NA,4,"","","22 13 57.31  80 38 47.61  Alt 833 meter  Hilly terrain mixed","Transect","F5","AM",4,"Mix 1.0",0,1,0,"Kanha","species",1
"S35508325","Indian Peafowl","Pavo cristatus",1008,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","07:40 AM","eBird - Traveling Count",25,1,0.2,NA,5,"","","Segment 2 of transect bhuindabra in grid F6  Start location  22 15 36.6  80 40 42.9","Transect","F6","AM",2,"Mix 0.5, Sal 0.5",0.5,0.5,0,"Kanha","species",1
"S35340857","Indian Peafowl","Pavo cristatus",1008,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","07:52 AM","eBird - Traveling Count",15,1,0.2,NA,5,"","","G8 Advar segment 9","Transect","G8","AM",8,"",NA,NA,NA,"Bhaisanghat","species",1
"S35340856","Indian Peafowl","Pavo cristatus",1008,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","08:02 AM","eBird - Traveling Count",15,1,0.2,NA,5,"","","G8 Advar segment 10","Transect","G8","AM",9,"",NA,NA,NA,"Bhaisanghat","species",1
"S35508335","Indian Peafowl","Pavo cristatus",1008,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","09:16 AM","eBird - Traveling Count",10,1,0.2,NA,4,"","","8th start  22 16 07.0  80 40 15.4  Sal forest with lantana undergrowth","Transect","F6","AM",8,"Sal 1.0",1,0,0,"Kanha","species",1
"S35344909","Indian Peafowl","Pavo cristatus",1008,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","02:56 PM","eBird - Casual Observation",NA,0,NA,NA,4,"","","To sonf afternoon","General","","PM",NA,"",NA,NA,NA,NA,"species",1
"S36273157","Indian Peafowl","Pavo cristatus",1008,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","03:50 PM","eBird - Traveling Count",100,1,2,NA,4,"","","Starting point- Umarpani  22 15 20.95  80 37 20.67  Alt 680m  Mixed forest   End point- Kanha Meadow  22 13 44.08  80 38 47.85  Alt.862 meter  Mixed forest  Raju, Uday, Umesh, Sharmila","General","F5","PM",NA,"",NA,NA,NA,"Kanha","species",1
"S35366170","Indian Peafowl","Pavo cristatus",1008,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","04:39 PM","eBird - Traveling Count",9,1,0.2,NA,4,"","","D3, Khatia transect, Seg 6. 100% mixed forest, 497 alt  Start: 22.316695, 80.537316","Transect","D3","PM",6,"Mix 1.0",0,1,0,"Kisli","species",1
"S35408015","Indian Peafowl","Pavo cristatus",1008,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","05:54 PM","eBird - Traveling Count",47,1,0.2,NA,4,"","","Team Baza  Location D4 Sonf 10 - 22.3469380.59498  22.3485580.59486  Mangoose","Transect","D4","PM",10,"",NA,NA,NA,"Sarhi","species",1
"S35531443","Indian Peafowl","Pavo cristatus",1008,7,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-20-2017","06:30 AM","eBird - Traveling Count",180,1,4,NA,6,"","","While doing Safari in the Kanha range, sunny day<br />Submitted from eBird Android 1.0.2","General","","AM",NA,"",NA,NA,NA,NA,"species",1
"S35323849","Indian Peafowl","Pavo cristatus",1008,2,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-20-2017","06:52 AM","eBird - Traveling Count",90,1,15,NA,6,"","","Safari. Garima, kailash, . Pintueli, rujuta","General","","AM",NA,"",NA,NA,NA,NA,"species",1
"S35387468","Indian Peafowl","Pavo cristatus",1008,4,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-20-2017","07:00 AM","eBird - Casual Observation",0,0,NA,NA,2,"","","While on Jungle Safari","General","","AM",NA,"",NA,NA,NA,NA,"species",1
"S35363368","Indian Peafowl","Pavo cristatus",1008,2,"IN-MP","Mandla","Phen Wildlife Sanctuary",22.3766944,81.0400833,"03-18-2017","06:00 AM","eBird - Traveling Count",23,1,0.2,NA,2,"","","Phen Sanctuary: Grid- C12  Team Bamanimatta  Ravi Dhongle  Dharmendra Pare","Transect","C12","AM",1,"Mix 1.0",0,1,0,"Phen","species",1
"S35365191","Indian Peafowl","Pavo cristatus",1008,1,"IN-MP","Mandla","Phen Wildlife Sanctuary",22.3998667,81.0652222,"03-18-2017","07:00 AM","eBird - Traveling Count",12,1,0.2,NA,2,"","call","Kanha Bird Survey","Transect","C13","AM",1,"Mix 1.0",0,1,0,"Phen","species",1
"S35365191","Indian Peafowl","Pavo cristatus",1008,1,"IN-MP","Mandla","Phen Wildlife Sanctuary",22.3998667,81.0652222,"03-18-2017","07:00 AM","eBird - Traveling Count",12,1,0.2,NA,2,"","call","Kanha Bird Survey","Transect","C13","AM",1,"Mix 1.0",0,1,0,"Phen","species",1
"S35364883","Indian Peafowl","Pavo cristatus",1008,4,"IN-MP","Mandla","Phen Wildlife Sanctuary",22.387563,81.084973,"03-18-2017","11:50 AM","eBird - Casual Observation",0,1,NA,NA,2,"","","Phen Sanctuary  Team Bamanimatta  Prayut Mandal  Vinod Thakre    1st phase Sambhardasaan ends here.","General","C13","AM",NA,"Mix 1.0",0,1,0,"Phen","species",1
"S35364883","Indian Peafowl","Pavo cristatus",1008,4,"IN-MP","Mandla","Phen Wildlife Sanctuary",22.387563,81.084973,"03-18-2017","11:50 AM","eBird - Casual Observation",0,1,NA,NA,2,"","","Phen Sanctuary  Team Bamanimatta  Prayut Mandal  Vinod Thakre    1st phase Sambhardasaan ends here.","General","C13","AM",NA,"Mix 1.0",0,1,0,"Phen","species",1
"S35364884","Indian Peafowl","Pavo cristatus",1008,3,"IN-MP","Mandla","Phen Wildlife Sanctuary",22.3791111,81.0380278,"03-18-2017","03:32 PM","eBird - Traveling Count",12,1,0.2,NA,2,"","","Phen Sanctuary  Team Bamanimatta  Prayut Mandal  Vinod Thakre","Transect","C12","PM",2,"Mix 1.0",0,1,0,"Phen","species",1
"S35364917","Indian Peafowl","Pavo cristatus",1008,1,"IN-MP","Mandla","Phen Wildlife Sanctuary",22.4000556,81.0006944,"03-19-2017","09:07 AM","eBird - Traveling Count",330,1,0.2,NA,2,"","","Phen Wildlife Sanctuary  Team Bamanimatta  Ravi Dhongle  Dharmendra Pare","Transect","C11","AM",10,"Mix 1.0",0,1,0,"Phen","species",1
"S35306136","Red Spurfowl","Galloperdix spadicea",1018,1,"IN-MP","Balaghat","22.1600x80.9191 - 18-Mar-2017, 3:20 PM",22.159972,80.919116,"03-18-2017","03:20 PM","eBird - Traveling Count",11,1,0.8,NA,3,"","","Walk up to the Otessara Transect for second round on Day one","General","","PM",NA,"",NA,NA,NA,NA,"species",1
"S35323408","Red Spurfowl","Galloperdix spadicea",1018,1,"IN-MP","Balaghat","22.2630x80.9791 - 19-Mar-2017, 6:23 AM",22.262974,80.979136,"03-19-2017","06:23 AM","eBird - Traveling Count",16,1,0.2,NA,3,"","Call","Transect Name - Rol.   Shrike pic at 8.33 am","Transect","E12","AM",1,"Sal 1.0",1,0,0,"Supkhar","species",1
"S35323626","Red Spurfowl","Galloperdix spadicea",1018,1,"IN-MP","Balaghat","Baisaghat barrier to bhamni dadar- 22.204x80.697 - 20 Mar 2017 06:39",22.2036848,80.6965687,"03-20-2017","06:39 AM","eBird - Traveling Count",90,1,10,NA,6,"","","","General","","AM",NA,"",NA,NA,NA,NA,"species",1
"S35323474","Red Spurfowl","Galloperdix spadicea",1018,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","06:15 PM","eBird - Casual Observation",NA,0,NA,NA,5,"","","From the vehicle after finishing transect at mundidadar","General","","PM",NA,"",NA,NA,NA,NA,"species",1
"S35344487","Red Spurfowl","Galloperdix spadicea",1018,3,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","06:32 AM","eBird - Casual Observation",0,0,NA,NA,6,"","","Team Name- Robin Parsatola & Rondha area   Starting  Lattitude:   Longitude:","General","","AM",NA,"",NA,NA,NA,NA,"species",1
"S35323666","Red Spurfowl","Galloperdix spadicea",1018,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","03:50 PM","eBird - Traveling Count",10,1,0.2,NA,5,"","","H7  Segment-01  22.11772, 80.74558  Mixed-100%","Transect","H7","PM",1,"Mix 1.0",0,1,0,"Mukki","species",1
"S35387468","Red Spurfowl","Galloperdix spadicea",1018,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-20-2017","07:00 AM","eBird - Casual Observation",0,0,NA,NA,2,"","","While on Jungle Safari","General","","AM",NA,"",NA,NA,NA,NA,"species",1
"S35323357","Painted Spurfowl","Galloperdix lunulata",1019,2,"IN-MP","Balaghat","22.2071x80.6965 - 20-Mar-2017, 6:46 AM",22.207055,80.696489,"03-20-2017","06:46 AM","eBird - Casual Observation",NA,0,NA,NA,3,"","","Return trip ","General","","AM",NA,"",NA,NA,NA,NA,"species",1
"S35364949","Painted Spurfowl","Galloperdix lunulata",1019,2,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","06:45 AM","eBird - Traveling Count",20,1,3,NA,5,"","","Travelling from sukhdi camp to transect start point in H10 grid","General","","AM",NA,"",NA,NA,NA,NA,"species",1
"S35366205","Red/Painted Spurfowl","Galloperdix spadicea/lunulata",1020,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","03:41 PM","eBird - Traveling Count",10,1,0.2,NA,6,"","Flushed","C3, Sonda transect, seg 1. 100% mixed forest. 534 m altitude  Start: 22.35761, 80.552468","Transect","C3","PM",1,"Mix 1.0",0,1,0,"Kisli","nonspecies",1
"S35407993","Common Quail","Coturnix coturnix",1052,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","08:24 AM","eBird - Traveling Count",19,1,0.2,NA,4,"","Male with not very prominent face markings sat still long enough to have a good look.. Rufous streaked with pale below the gorget (no black). Flew off with a call that was unlike a Rain Quail","Team Baza  Location D4 Sonf b5 - 22.3376080.59579","Transect","D4","AM",5,"",NA,NA,NA,"Sarhi","species",1
"S35365182","old world quail sp.","Synoicus/Coturnix sp.",1060,1,"IN-MP","Balaghat","Grid H9 Transect,Segment 5, Jholar Range,Kanha Tiger Reserve",22.12613,80.83765,"03-18-2017","08:06 AM","eBird - Traveling Count",24,1,0.2,NA,6,"","","Grid - H9, Segment 5, clear and sunny, travelling towards north, mixed deciduous forest, canopy cover is 50%","Transect","H9","AM",5,"Mix 1.0",0,1,0,"Bhaisanghat","nonspecies",1
"S35323622","old world quail sp.","Synoicus/Coturnix sp.",1060,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","04:30 PM","eBird - Traveling Count",20,1,0.5,NA,4,"","","22 13 11.88  80 35 9.43  Alt 580meter","Transect","F4","PM",6,"Sal 0.7, Mix 0.3",0.7,0.3,0,"Mukki","nonspecies",1
"S35408002","old world quail sp.","Synoicus/Coturnix sp.",1060,3,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","04:12 PM","eBird - Traveling Count",37,1,0.2,NA,4,"","","Team Baza  Location Sitting on pond edge, D4 sonf 3 - 22.3345480.59586","Transect","D4","PM",3,"",NA,NA,NA,"Sarhi","nonspecies",1
"S35408007","old world quail sp.","Synoicus/Coturnix sp.",1060,2,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","05:14 PM","eBird - Traveling Count",15,1,0.2,NA,4,"","","Team Baza  Location D4 Sonf 6 - 22.3391580.59565","Transect","D4","PM",6,"",NA,NA,NA,"Sarhi","nonspecies",1
"S35306183","Painted Francolin","Francolinus pictus",1178,1,"IN-MP","Balaghat","22.1902x80.9357 - 18-Mar-2017, 10:44 AM",22.19016,80.935691,"03-18-2017","10:44 AM","eBird - Traveling Count",22,1,0.5,NA,7,"","","Walk around the Supkar Rest house","General","","AM",NA,"",NA,NA,NA,NA,"species",1
"S35340899","Painted Francolin","Francolinus pictus",1178,2,"IN-MP","Balaghat","IN - 22.164x80.831 - Mar 20, 2017 9:51 AM",22.1639133,80.8314517,"03-18-2017","06:34 AM","eBird - Traveling Count",12,1,0.2,NA,5,"","","G9 Advar 3segment","Transect","G9","AM",3,"",NA,NA,NA,"Bhaisanghat","species",1
